___February_2026_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
   i   j     lon     lat    array(i,j)
 168  74  155.00   57.00        5.2170
 169  74  157.00   57.00        5.2829
 170  74  159.00   57.00        5.4805
 171  74  161.00   57.00        5.4805
 172  74  163.00   57.00        5.2676
 173  74  165.00   57.00        5.2676
 174  74  167.00   57.00        2.4614
 175  74  169.00   57.00        1.5259
 176  74  171.00   57.00        1.4671
 177  74  173.00   57.00        1.4083
 178  74  175.00   57.00        1.3578
 179  74  177.00   57.00        1.2061
 180  74  179.00   57.00        1.2061
   1  75 -179.00   59.00        1.4137
   2  75 -177.00   59.00        1.4137
   3  75 -175.00   59.00        1.8357
   4  75 -173.00   59.00        1.9764
   5  75 -171.00   59.00        1.6753
   6  75 -169.00   59.00        1.3743
   7  75 -167.00   59.00        1.2518
   8  75 -165.00   59.00        0.8842
   9  75 -163.00   59.00        0.8842
  10  75 -161.00   59.00        0.5068
  11  75 -159.00   59.00        0.5068
  12  75 -157.00   59.00        0.3559
  13  75 -155.00   59.00        0.3056
  14  75 -153.00   59.00        0.2677
  15  75 -151.00   59.00        0.2299
  16  75 -149.00   59.00        0.2555
  17  75 -147.00   59.00        0.3325
  18  75 -145.00   59.00        0.3325
  19  75 -143.00   59.00        0.4504
  20  75 -141.00   59.00        0.4504
  21  75 -139.00   59.00        0.5128
  22  75 -137.00   59.00        0.5336
  23  75 -135.00   59.00        0.6533
  24  75 -133.00   59.00        0.7731
  25  75 -131.00   59.00        0.8426
  26  75 -129.00   59.00        1.0513
  27  75 -127.00   59.00        1.0513
  28  75 -125.00   59.00        1.3698
  29  75 -123.00   59.00        1.3698
  30  75 -121.00   59.00        1.6789
  31  75 -119.00   59.00        1.7819
  32  75 -117.00   59.00        2.0551
  33  75 -115.00   59.00        2.3282
  34  75 -113.00   59.00        2.4550
  35  75 -111.00   59.00        2.8351
  36  75 -109.00   59.00        2.8351
  37  75 -107.00   59.00        3.1962
  38  75 -105.00   59.00        3.1962
  39  75 -103.00   59.00        3.3172
  40  75 -101.00   59.00        3.3575
  41  75  -99.00   59.00        3.3530
  42  75  -97.00   59.00        3.3484
  43  75  -95.00   59.00        3.3100
  44  75  -93.00   59.00        3.1947
  45  75  -91.00   59.00        3.1947
  46  75  -89.00   59.00        2.8969
  47  75  -87.00   59.00        2.8969
  48  75  -85.00   59.00        2.6767
  49  75  -83.00   59.00        2.6033
  50  75  -81.00   59.00        2.5999
  51  75  -79.00   59.00        2.5966
  52  75  -77.00   59.00        2.6288
  53  75  -75.00   59.00        2.7255
  54  75  -73.00   59.00        2.7255
  55  75  -71.00   59.00        3.0012
  56  75  -69.00   59.00        3.0012
  57  75  -67.00   59.00        3.3172
  58  75  -65.00   59.00        3.4225
  59  75  -63.00   59.00        3.5924
  60  75  -61.00   59.00        3.7624
  61  75  -59.00   59.00        3.4737
  62  75  -57.00   59.00        2.6076
  63  75  -55.00   59.00        2.6076
  64  75  -53.00   59.00        2.2749
  65  75  -51.00   59.00        2.2749
  66  75  -49.00   59.00        1.8498
  67  75  -47.00   59.00        1.7082
  68  75  -45.00   59.00        1.3496
  69  75  -43.00   59.00        0.9911
  70  75  -41.00   59.00        0.8734
  71  75  -39.00   59.00        0.5206
  72  75  -37.00   59.00        0.5206
  73  75  -35.00   59.00        0.3568
  74  75  -33.00   59.00        0.3568
  75  75  -31.00   59.00        0.7198
  76  75  -29.00   59.00        0.8408
  77  75  -27.00   59.00        0.8552
  78  75  -25.00   59.00        0.8695
  79  75  -23.00   59.00        0.8713
  80  75  -21.00   59.00        0.8764
  81  75  -19.00   59.00        0.8764
  82  75  -17.00   59.00        0.8340
  83  75  -15.00   59.00        0.8340
  84  75  -13.00   59.00        0.7978
  85  75  -11.00   59.00        0.7858
  86  75   -9.00   59.00        1.2024
  87  75   -7.00   59.00        1.6190
  88  75   -5.00   59.00        1.6621
  89  75   -3.00   59.00        1.7915
  90  75   -1.00   59.00        1.7915
  91  75    1.00   59.00        0.5508
  92  75    3.00   59.00        0.5508
  93  75    5.00   59.00        1.3143
  94  75    7.00   59.00        1.5688
  95  75    9.00   59.00        1.3803
  96  75   11.00   59.00        1.1919
  97  75   13.00   59.00        1.0287
  98  75   15.00   59.00        0.5390
  99  75   17.00   59.00        0.5390
 100  75   19.00   59.00       -0.3326
 101  75   21.00   59.00       -0.3326
 102  75   23.00   59.00       -0.9711
 103  75   25.00   59.00       -1.1839
 104  75   27.00   59.00       -1.3967
 105  75   29.00   59.00       -1.6095
 106  75   31.00   59.00       -1.5915
 107  75   33.00   59.00       -1.5375
 108  75   35.00   59.00       -1.5375
 109  75   37.00   59.00       -1.2065
 110  75   39.00   59.00       -1.2065
 111  75   41.00   59.00       -0.7172
 112  75   43.00   59.00       -0.5541
 113  75   45.00   59.00       -0.1697
 114  75   47.00   59.00        0.2146
 115  75   49.00   59.00        0.3252
 116  75   51.00   59.00        0.6568
 117  75   53.00   59.00        0.6568
 118  75   55.00   59.00        0.6843
 119  75   57.00   59.00        0.6843
 120  75   59.00   59.00        0.5914
 121  75   61.00   59.00        0.5604
 122  75   63.00   59.00        0.5316
 123  75   65.00   59.00        0.5027
 124  75   67.00   59.00        0.5116
 125  75   69.00   59.00        0.5381
 126  75   71.00   59.00        0.5381
 127  75   73.00   59.00        0.6612
 128  75   75.00   59.00        0.6612
 129  75   77.00   59.00        0.8497
 130  75   79.00   59.00        0.9125
 131  75   81.00   59.00        1.0989
 132  75   83.00   59.00        1.2853
 133  75   85.00   59.00        1.3962
 134  75   87.00   59.00        1.7289
 135  75   89.00   59.00        1.7289
 136  75   91.00   59.00        2.1970
 137  75   93.00   59.00        2.1970
 138  75   95.00   59.00        2.6117
 139  75   97.00   59.00        2.7499
 140  75   99.00   59.00        3.0030
 141  75  101.00   59.00        3.2560
 142  75  103.00   59.00        3.3348
 143  75  105.00   59.00        3.5710
 144  75  107.00   59.00        3.5710
 145  75  109.00   59.00        3.7097
 146  75  111.00   59.00        3.7097
 147  75  113.00   59.00        3.8270
 148  75  115.00   59.00        3.8662
 149  75  117.00   59.00        3.8993
 150  75  119.00   59.00        3.9325
 151  75  121.00   59.00        3.9405
 152  75  123.00   59.00        3.9644
 153  75  125.00   59.00        3.9644
 154  75  127.00   59.00        4.0719
 155  75  129.00   59.00        4.0719
 156  75  131.00   59.00        4.0921
 157  75  133.00   59.00        4.0989
 158  75  135.00   59.00        4.0510
 159  75  137.00   59.00        4.0031
 160  75  139.00   59.00        4.0223
 161  75  141.00   59.00        4.0798
 162  75  143.00   59.00        4.0798
 163  75  145.00   59.00        4.2069
 164  75  147.00   59.00        4.2069
 165  75  149.00   59.00        4.3553
 166  75  151.00   59.00        4.4048
 167  75  153.00   59.00        4.5851
 168  75  155.00   59.00        4.7653
 169  75  157.00   59.00        4.8080
 170  75  159.00   59.00        4.9361
 171  75  161.00   59.00        4.9361
 172  75  163.00   59.00        4.7817
 173  75  165.00   59.00        4.7817
 174  75  167.00   59.00        3.0267
 175  75  169.00   59.00        2.4417
 176  75  171.00   59.00        2.3510
 177  75  173.00   59.00        2.2603
 178  75  175.00   59.00        2.0246
 179  75  177.00   59.00        1.3173
 180  75  179.00   59.00        1.3173
   1  76 -179.00   61.00        2.1430
   2  76 -177.00   61.00        2.1430
   3  76 -175.00   61.00        1.6798
   4  76 -173.00   61.00        1.5255
   5  76 -171.00   61.00        1.2851
   6  76 -169.00   61.00        1.0447
   7  76 -167.00   61.00        0.9432
   8  76 -165.00   61.00        0.6388
   9  76 -163.00   61.00        0.6388
  10  76 -161.00   61.00        0.3737
  11  76 -159.00   61.00        0.3737
  12  76 -157.00   61.00        0.2588
  13  76 -155.00   61.00        0.2204
  14  76 -153.00   61.00        0.1882
  15  76 -151.00   61.00        0.1559
  16  76 -149.00   61.00        0.1508
  17  76 -147.00   61.00        0.1355
  18  76 -145.00   61.00        0.1355
  19  76 -143.00   61.00        0.1787
  20  76 -141.00   61.00        0.1787
  21  76 -139.00   61.00        0.2680
  22  76 -137.00   61.00        0.2978
  23  76 -135.00   61.00        0.3568
  24  76 -133.00   61.00        0.4159
  25  76 -131.00   61.00        0.4387
  26  76 -129.00   61.00        0.5072
  27  76 -127.00   61.00        0.5072
  28  76 -125.00   61.00        0.6565
  29  76 -123.00   61.00        0.6565
  30  76 -121.00   61.00        0.8048
  31  76 -119.00   61.00        0.8542
  32  76 -117.00   61.00        1.0000
  33  76 -115.00   61.00        1.1459
  34  76 -113.00   61.00        1.2482
  35  76 -111.00   61.00        1.5550
  36  76 -109.00   61.00        1.5550
  37  76 -107.00   61.00        1.8338
  38  76 -105.00   61.00        1.8338
  39  76 -103.00   61.00        1.9303
  40  76 -101.00   61.00        1.9625
  41  76  -99.00   61.00        1.9689
  42  76  -97.00   61.00        1.9752
  43  76  -95.00   61.00        1.9458
  44  76  -93.00   61.00        1.8574
  45  76  -91.00   61.00        1.8574
  46  76  -89.00   61.00        1.6382
  47  76  -87.00   61.00        1.6382
  48  76  -85.00   61.00        1.6467
  49  76  -83.00   61.00        1.6495
  50  76  -81.00   61.00        1.7571
  51  76  -79.00   61.00        1.8647
  52  76  -77.00   61.00        1.9313
  53  76  -75.00   61.00        2.1311
  54  76  -73.00   61.00        2.1311
  55  76  -71.00   61.00        2.5046
  56  76  -69.00   61.00        2.5046
  57  76  -67.00   61.00        2.7908
  58  76  -65.00   61.00        2.8862
  59  76  -63.00   61.00        2.9859
  60  76  -61.00   61.00        3.0855
  61  76  -59.00   61.00        3.0542
  62  76  -57.00   61.00        2.9601
  63  76  -55.00   61.00        2.9601
  64  76  -53.00   61.00        2.4089
  65  76  -51.00   61.00        2.4089
  66  76  -49.00   61.00        1.6940
  67  76  -47.00   61.00        1.4557
  68  76  -45.00   61.00        0.9263
  69  76  -43.00   61.00        0.3969
  70  76  -41.00   61.00        0.2277
  71  76  -39.00   61.00       -0.2799
  72  76  -37.00   61.00       -0.2799
  73  76  -35.00   61.00       -0.6791
  74  76  -33.00   61.00       -0.6791
  75  76  -31.00   61.00        0.4451
  76  76  -29.00   61.00        0.8199
  77  76  -27.00   61.00        0.7802
  78  76  -25.00   61.00        0.7405
  79  76  -23.00   61.00        0.6962
  80  76  -21.00   61.00        0.5633
  81  76  -19.00   61.00        0.5633
  82  76  -17.00   61.00        0.7956
  83  76  -15.00   61.00        0.7956
  84  76  -13.00   61.00        0.8127
  85  76  -11.00   61.00        0.8185
  86  76   -9.00   61.00        0.8344
  87  76   -7.00   61.00        0.8504
  88  76   -5.00   61.00        0.9775
  89  76   -3.00   61.00        1.3586
  90  76   -1.00   61.00        1.3586
  91  76    1.00   61.00        0.6247
  92  76    3.00   61.00        0.6247
  93  76    5.00   61.00        0.7816
  94  76    7.00   61.00        0.8339
  95  76    9.00   61.00        0.5942
  96  76   11.00   61.00        0.3546
  97  76   13.00   61.00        0.1837
  98  76   15.00   61.00       -0.3287
  99  76   17.00   61.00       -0.3287
 100  76   19.00   61.00       -1.1145
 101  76   21.00   61.00       -1.1145
 102  76   23.00   61.00       -1.5775
 103  76   25.00   61.00       -1.7318
 104  76   27.00   61.00       -1.8196
 105  76   29.00   61.00       -1.9073
 106  76   31.00   61.00       -1.8832
 107  76   33.00   61.00       -1.8110
 108  76   35.00   61.00       -1.8110
 109  76   37.00   61.00       -1.5158
 110  76   39.00   61.00       -1.5158
 111  76   41.00   61.00       -1.0812
 112  76   43.00   61.00       -0.9363
 113  76   45.00   61.00       -0.6041
 114  76   47.00   61.00       -0.2720
 115  76   49.00   61.00       -0.1877
 116  76   51.00   61.00        0.0650
 117  76   53.00   61.00        0.0650
 118  76   55.00   61.00       -0.0002
 119  76   57.00   61.00       -0.0002
 120  76   59.00   61.00       -0.1307
 121  76   61.00   61.00       -0.1742
 122  76   63.00   61.00       -0.1798
 123  76   65.00   61.00       -0.1854
 124  76   67.00   61.00       -0.1626
 125  76   69.00   61.00       -0.0943
 126  76   71.00   61.00       -0.0943
 127  76   73.00   61.00        0.0890
 128  76   75.00   61.00        0.0890
 129  76   77.00   61.00        0.3204
 130  76   79.00   61.00        0.3975
 131  76   81.00   61.00        0.6410
 132  76   83.00   61.00        0.8846
 133  76   85.00   61.00        1.0230
 134  76   87.00   61.00        1.4382
 135  76   89.00   61.00        1.4382
 136  76   91.00   61.00        2.0017
 137  76   93.00   61.00        2.0017
 138  76   95.00   61.00        2.4861
 139  76   97.00   61.00        2.6475
 140  76   99.00   61.00        2.9351
 141  76  101.00   61.00        3.2227
 142  76  103.00   61.00        3.3056
 143  76  105.00   61.00        3.5544
 144  76  107.00   61.00        3.5544
 145  76  109.00   61.00        3.7171
 146  76  111.00   61.00        3.7171
 147  76  113.00   61.00        3.8410
 148  76  115.00   61.00        3.8823
 149  76  117.00   61.00        3.9104
 150  76  119.00   61.00        3.9384
 151  76  121.00   61.00        3.9506
 152  76  123.00   61.00        3.9869
 153  76  125.00   61.00        3.9869
 154  76  127.00   61.00        4.1186
 155  76  129.00   61.00        4.1186
 156  76  131.00   61.00        4.1255
 157  76  133.00   61.00        4.1278
 158  76  135.00   61.00        4.0468
 159  76  137.00   61.00        3.9659
 160  76  139.00   61.00        3.9640
 161  76  141.00   61.00        3.9582
 162  76  143.00   61.00        3.9582
 163  76  145.00   61.00        4.0249
 164  76  147.00   61.00        4.0249
 165  76  149.00   61.00        4.0615
 166  76  151.00   61.00        4.0737
 167  76  153.00   61.00        4.1295
 168  76  155.00   61.00        4.1852
 169  76  157.00   61.00        4.2093
 170  76  159.00   61.00        4.2816
 171  76  161.00   61.00        4.2816
 172  76  163.00   61.00        4.2045
 173  76  165.00   61.00        4.2045
 174  76  167.00   61.00        4.0815
 175  76  169.00   61.00        4.0405
 176  76  171.00   61.00        3.8960
 177  76  173.00   61.00        3.7515
 178  76  175.00   61.00        3.2233
 179  76  177.00   61.00        1.6386
 180  76  179.00   61.00        1.6386
   1  77 -179.00   63.00        1.8597
   2  77 -177.00   63.00        1.8597
   3  77 -175.00   63.00        1.4189
   4  77 -173.00   63.00        1.2719
   5  77 -171.00   63.00        1.0517
   6  77 -169.00   63.00        0.8314
   7  77 -167.00   63.00        0.7495
   8  77 -165.00   63.00        0.5037
   9  77 -163.00   63.00        0.5037
  10  77 -161.00   63.00        0.2852
  11  77 -159.00   63.00        0.2852
  12  77 -157.00   63.00        0.1790
  13  77 -155.00   63.00        0.1436
  14  77 -153.00   63.00        0.1055
  15  77 -151.00   63.00        0.0674
  16  77 -149.00   63.00        0.0617
  17  77 -147.00   63.00        0.0447
  18  77 -145.00   63.00        0.0447
  19  77 -143.00   63.00        0.0615
  20  77 -141.00   63.00        0.0615
  21  77 -139.00   63.00        0.0997
  22  77 -137.00   63.00        0.1124
  23  77 -135.00   63.00        0.1217
  24  77 -133.00   63.00        0.1311
  25  77 -131.00   63.00        0.1218
  26  77 -129.00   63.00        0.0939
  27  77 -127.00   63.00        0.0939
  28  77 -125.00   63.00        0.0805
  29  77 -123.00   63.00        0.0805
  30  77 -121.00   63.00        0.0654
  31  77 -119.00   63.00        0.0604
  32  77 -117.00   63.00        0.1037
  33  77 -115.00   63.00        0.1470
  34  77 -113.00   63.00        0.2088
  35  77 -111.00   63.00        0.3943
  36  77 -109.00   63.00        0.3943
  37  77 -107.00   63.00        0.5954
  38  77 -105.00   63.00        0.5954
  39  77 -103.00   63.00        0.7328
  40  77 -101.00   63.00        0.7786
  41  77  -99.00   63.00        0.8037
  42  77  -97.00   63.00        0.8287
  43  77  -95.00   63.00        0.8236
  44  77  -93.00   63.00        0.8083
  45  77  -91.00   63.00        0.8083
  46  77  -89.00   63.00        0.6892
  47  77  -87.00   63.00        0.6892
  48  77  -85.00   63.00        0.7761
  49  77  -83.00   63.00        0.8051
  50  77  -81.00   63.00        0.9570
  51  77  -79.00   63.00        1.1089
  52  77  -77.00   63.00        1.1778
  53  77  -75.00   63.00        1.3846
  54  77  -73.00   63.00        1.3846
  55  77  -71.00   63.00        1.7505
  56  77  -69.00   63.00        1.7505
  57  77  -67.00   63.00        2.0008
  58  77  -65.00   63.00        2.0843
  59  77  -63.00   63.00        2.1458
  60  77  -61.00   63.00        2.2073
  61  77  -59.00   63.00        2.1653
  62  77  -57.00   63.00        2.0392
  63  77  -55.00   63.00        2.0392
  64  77  -53.00   63.00        1.6475
  65  77  -51.00   63.00        1.6475
  66  77  -49.00   63.00        1.2453
  67  77  -47.00   63.00        1.1112
  68  77  -45.00   63.00        0.6604
  69  77  -43.00   63.00        0.2097
  70  77  -41.00   63.00        0.0564
  71  77  -39.00   63.00       -0.4033
  72  77  -37.00   63.00       -0.4033
  73  77  -35.00   63.00       -0.8211
  74  77  -33.00   63.00       -0.8211
  75  77  -31.00   63.00        0.2943
  76  77  -29.00   63.00        0.6661
  77  77  -27.00   63.00        0.5580
  78  77  -25.00   63.00        0.4499
  79  77  -23.00   63.00        0.1774
  80  77  -21.00   63.00       -0.6400
  81  77  -19.00   63.00       -0.6400
  82  77  -17.00   63.00        0.6971
  83  77  -15.00   63.00        0.6971
  84  77  -13.00   63.00        0.7814
  85  77  -11.00   63.00        0.8094
  86  77   -9.00   63.00        0.8546
  87  77   -7.00   63.00        0.8998
  88  77   -5.00   63.00        0.9196
  89  77   -3.00   63.00        0.9792
  90  77   -1.00   63.00        0.9792
  91  77    1.00   63.00        0.8535
  92  77    3.00   63.00        0.8535
  93  77    5.00   63.00        0.1606
  94  77    7.00   63.00       -0.0704
  95  77    9.00   63.00       -0.3733
  96  77   11.00   63.00       -0.6761
  97  77   13.00   63.00       -0.8258
  98  77   15.00   63.00       -1.2749
  99  77   17.00   63.00       -1.2749
 100  77   19.00   63.00       -1.7924
 101  77   21.00   63.00       -1.7924
 102  77   23.00   63.00       -1.9994
 103  77   25.00   63.00       -2.0684
 104  77   27.00   63.00       -2.0844
 105  77   29.00   63.00       -2.1005
 106  77   31.00   63.00       -2.0751
 107  77   33.00   63.00       -1.9989
 108  77   35.00   63.00       -1.9989
 109  77   37.00   63.00       -1.7956
 110  77   39.00   63.00       -1.7956
 111  77   41.00   63.00       -1.4898
 112  77   43.00   63.00       -1.3879
 113  77   45.00   63.00       -1.1442
 114  77   47.00   63.00       -0.9005
 115  77   49.00   63.00       -0.8441
 116  77   51.00   63.00       -0.6750
 117  77   53.00   63.00       -0.6750
 118  77   55.00   63.00       -0.7915
 119  77   57.00   63.00       -0.7915
 120  77   59.00   63.00       -0.9316
 121  77   61.00   63.00       -0.9783
 122  77   63.00   63.00       -0.9594
 123  77   65.00   63.00       -0.9406
 124  77   67.00   63.00       -0.8972
 125  77   69.00   63.00       -0.7671
 126  77   71.00   63.00       -0.7671
 127  77   73.00   63.00       -0.4881
 128  77   75.00   63.00       -0.4881
 129  77   77.00   63.00       -0.1523
 130  77   79.00   63.00       -0.0404
 131  77   81.00   63.00        0.2737
 132  77   83.00   63.00        0.5879
 133  77   85.00   63.00        0.7532
 134  77   87.00   63.00        1.2490
 135  77   89.00   63.00        1.2490
 136  77   91.00   63.00        1.9495
 137  77   93.00   63.00        1.9495
 138  77   95.00   63.00        2.4791
 139  77   97.00   63.00        2.6556
 140  77   99.00   63.00        2.9550
 141  77  101.00   63.00        3.2544
 142  77  103.00   63.00        3.3248
 143  77  105.00   63.00        3.5359
 144  77  107.00   63.00        3.5359
 145  77  109.00   63.00        3.7061
 146  77  111.00   63.00        3.7061
 147  77  113.00   63.00        3.7932
 148  77  115.00   63.00        3.8223
 149  77  117.00   63.00        3.8283
 150  77  119.00   63.00        3.8344
 151  77  121.00   63.00        3.8413
 152  77  123.00   63.00        3.8622
 153  77  125.00   63.00        3.8622
 154  77  127.00   63.00        3.9581
 155  77  129.00   63.00        3.9581
 156  77  131.00   63.00        3.9251
 157  77  133.00   63.00        3.9141
 158  77  135.00   63.00        3.8045
 159  77  137.00   63.00        3.6948
 160  77  139.00   63.00        3.6746
 161  77  141.00   63.00        3.6139
 162  77  143.00   63.00        3.6139
 163  77  145.00   63.00        3.6007
 164  77  147.00   63.00        3.6007
 165  77  149.00   63.00        3.5574
 166  77  151.00   63.00        3.5430
 167  77  153.00   63.00        3.5564
 168  77  155.00   63.00        3.5698
 169  77  157.00   63.00        3.5872
 170  77  159.00   63.00        3.6395
 171  77  161.00   63.00        3.6395
 172  77  163.00   63.00        3.6455
 173  77  165.00   63.00        3.6455
 174  77  167.00   63.00        3.5852
 175  77  169.00   63.00        3.5652
 176  77  171.00   63.00        3.4672
 177  77  173.00   63.00        3.3692
 178  77  175.00   63.00        3.1932
 179  77  177.00   63.00        2.6655
 180  77  179.00   63.00        2.6655
   1  78 -179.00   65.00        1.5419
   2  78 -177.00   65.00        1.5419
   3  78 -175.00   65.00        1.4753
   4  78 -173.00   65.00        1.4531
   5  78 -171.00   65.00        1.0415
   6  78 -169.00   65.00        0.6299
   7  78 -167.00   65.00        0.6175
   8  78 -165.00   65.00        0.5804
   9  78 -163.00   65.00        0.5804
  10  78 -161.00   65.00        0.1762
  11  78 -159.00   65.00        0.1762
  12  78 -157.00   65.00        0.1601
  13  78 -155.00   65.00        0.1547
  14  78 -153.00   65.00        0.0751
  15  78 -151.00   65.00       -0.0045
  16  78 -149.00   65.00       -0.0053
  17  78 -147.00   65.00       -0.0079
  18  78 -145.00   65.00       -0.0079
  19  78 -143.00   65.00       -0.0405
  20  78 -141.00   65.00       -0.0405
  21  78 -139.00   65.00       -0.0347
  22  78 -137.00   65.00       -0.0328
  23  78 -135.00   65.00       -0.0833
  24  78 -133.00   65.00       -0.1337
  25  78 -131.00   65.00       -0.1351
  26  78 -129.00   65.00       -0.1393
  27  78 -127.00   65.00       -0.1393
  28  78 -125.00   65.00       -0.3079
  29  78 -123.00   65.00       -0.3079
  30  78 -121.00   65.00       -0.3102
  31  78 -119.00   65.00       -0.3109
  32  78 -117.00   65.00       -0.3802
  33  78 -115.00   65.00       -0.4495
  34  78 -113.00   65.00       -0.4401
  35  78 -111.00   65.00       -0.4121
  36  78 -109.00   65.00       -0.4121
  37  78 -107.00   65.00       -0.1049
  38  78 -105.00   65.00       -0.1049
  39  78 -103.00   65.00       -0.0842
  40  78 -101.00   65.00       -0.0772
  41  78  -99.00   65.00        0.0304
  42  78  -97.00   65.00        0.1380
  43  78  -95.00   65.00        0.1373
  44  78  -93.00   65.00        0.1349
  45  78  -91.00   65.00        0.1349
  46  78  -89.00   65.00        0.2019
  47  78  -87.00   65.00        0.2019
  48  78  -85.00   65.00        0.2151
  49  78  -83.00   65.00        0.2195
  50  78  -81.00   65.00        0.4093
  51  78  -79.00   65.00        0.5992
  52  78  -77.00   65.00        0.6096
  53  78  -75.00   65.00        0.6408
  54  78  -73.00   65.00        0.6408
  55  78  -71.00   65.00        1.2430
  56  78  -69.00   65.00        1.2430
  57  78  -67.00   65.00        1.2808
  58  78  -65.00   65.00        1.2935
  59  78  -63.00   65.00        1.4629
  60  78  -61.00   65.00        1.6324
  61  78  -59.00   65.00        1.6260
  62  78  -57.00   65.00        1.6070
  63  78  -55.00   65.00        1.6070
  64  78  -53.00   65.00        1.3325
  65  78  -51.00   65.00        1.3325
  66  78  -49.00   65.00        1.2717
  67  78  -47.00   65.00        1.2514
  68  78  -45.00   65.00        0.5449
  69  78  -43.00   65.00       -0.1616
  70  78  -41.00   65.00       -0.1848
  71  78  -39.00   65.00       -0.2543
  72  78  -37.00   65.00       -0.2543
  73  78  -35.00   65.00        0.0564
  74  78  -33.00   65.00        0.0564
  75  78  -31.00   65.00        0.2250
  76  78  -29.00   65.00        0.2812
  77  78  -27.00   65.00       -0.3341
  78  78  -25.00   65.00       -0.9493
  79  78  -23.00   65.00       -0.9905
  80  78  -21.00   65.00       -1.1141
  81  78  -19.00   65.00       -1.1141
  82  78  -17.00   65.00       -0.2015
  83  78  -15.00   65.00       -0.2015
  84  78  -13.00   65.00       -0.1888
  85  78  -11.00   65.00       -0.1846
  86  78   -9.00   65.00        0.3983
  87  78   -7.00   65.00        0.9812
  88  78   -5.00   65.00        0.9842
  89  78   -3.00   65.00        0.9933
  90  78   -1.00   65.00        0.9933
  91  78    1.00   65.00        1.0661
  92  78    3.00   65.00        1.0661
  93  78    5.00   65.00        0.9614
  94  78    7.00   65.00        0.9265
  95  78    9.00   65.00       -0.2772
  96  78   11.00   65.00       -1.4810
  97  78   13.00   65.00       -1.5036
  98  78   15.00   65.00       -1.5715
  99  78   17.00   65.00       -1.5715
 100  78   19.00   65.00       -2.0252
 101  78   21.00   65.00       -2.0252
 102  78   23.00   65.00       -2.0565
 103  78   25.00   65.00       -2.0669
 104  78   27.00   65.00       -2.0817
 105  78   29.00   65.00       -2.0965
 106  78   31.00   65.00       -2.0927
 107  78   33.00   65.00       -2.0812
 108  78   35.00   65.00       -2.0812
 109  78   37.00   65.00       -1.8737
 110  78   39.00   65.00       -1.8737
 111  78   41.00   65.00       -1.8275
 112  78   43.00   65.00       -1.8121
 113  78   45.00   65.00       -1.6218
 114  78   47.00   65.00       -1.4314
 115  78   49.00   65.00       -1.4229
 116  78   51.00   65.00       -1.3973
 117  78   53.00   65.00       -1.3973
 118  78   55.00   65.00       -1.7204
 119  78   57.00   65.00       -1.7204
 120  78   59.00   65.00       -1.7416
 121  78   61.00   65.00       -1.7487
 122  78   63.00   65.00       -1.6779
 123  78   65.00   65.00       -1.6071
 124  78   67.00   65.00       -1.6006
 125  78   69.00   65.00       -1.5809
 126  78   71.00   65.00       -1.5809
 127  78   73.00   65.00       -0.7252
 128  78   75.00   65.00       -0.7252
 129  78   77.00   65.00       -0.6744
 130  78   79.00   65.00       -0.6575
 131  78   81.00   65.00        0.0127
 132  78   83.00   65.00        0.6830
 133  78   85.00   65.00        0.7080
 134  78   87.00   65.00        0.7829
 135  78   89.00   65.00        0.7829
 136  78   91.00   65.00        2.1804
 137  78   93.00   65.00        2.1804
 138  78   95.00   65.00        2.2604
 139  78   97.00   65.00        2.2871
 140  78   99.00   65.00        2.7769
 141  78  101.00   65.00        3.2666
 142  78  103.00   65.00        3.2773
 143  78  105.00   65.00        3.3092
 144  78  107.00   65.00        3.3092
 145  78  109.00   65.00        3.5465
 146  78  111.00   65.00        3.5465
 147  78  113.00   65.00        3.5597
 148  78  115.00   65.00        3.5641
 149  78  117.00   65.00        3.5446
 150  78  119.00   65.00        3.5251
 151  78  121.00   65.00        3.5262
 152  78  123.00   65.00        3.5294
 153  78  125.00   65.00        3.5294
 154  78  127.00   65.00        3.5113
 155  78  129.00   65.00        3.5113
 156  78  131.00   65.00        3.5064
 157  78  133.00   65.00        3.5047
 158  78  135.00   65.00        3.3604
 159  78  137.00   65.00        3.2161
 160  78  139.00   65.00        3.2131
 161  78  141.00   65.00        3.2039
 162  78  143.00   65.00        3.2039
 163  78  145.00   65.00        2.9947
 164  78  147.00   65.00        2.9947
 165  78  149.00   65.00        2.9882
 166  78  151.00   65.00        2.9860
 167  78  153.00   65.00        2.9991
 168  78  155.00   65.00        3.0122
 169  78  157.00   65.00        3.0149
 170  78  159.00   65.00        3.0228
 171  78  161.00   65.00        3.0228
 172  78  163.00   65.00        3.1959
 173  78  165.00   65.00        3.1959
 174  78  167.00   65.00        3.1868
 175  78  169.00   65.00        3.1838
 176  78  171.00   65.00        3.0134
 177  78  173.00   65.00        2.8430
 178  78  175.00   65.00        2.8164
 179  78  177.00   65.00        2.7366
 180  78  179.00   65.00        2.7366
   1  79 -179.00   67.00        1.4784
   2  79 -177.00   67.00        1.4784
   3  79 -175.00   67.00        1.4784
   4  79 -173.00   67.00        1.4784
   5  79 -171.00   67.00        1.0306
   6  79 -169.00   67.00        0.5828
   7  79 -167.00   67.00        0.5828
   8  79 -165.00   67.00        0.5828
   9  79 -163.00   67.00        0.5828
  10  79 -161.00   67.00        0.1635
  11  79 -159.00   67.00        0.1635
