___February_2026_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
   i   j     lon     lat    array(i,j)
  25  47 -131.00    3.00       -0.1072
  26  47 -129.00    3.00       -0.1272
  27  47 -127.00    3.00       -0.1411
  28  47 -125.00    3.00       -0.1565
  29  47 -123.00    3.00       -0.1650
  30  47 -121.00    3.00       -0.1477
  31  47 -119.00    3.00       -0.1112
  32  47 -117.00    3.00       -0.0573
  33  47 -115.00    3.00        0.0006
  34  47 -113.00    3.00        0.0458
  35  47 -111.00    3.00        0.0719
  36  47 -109.00    3.00        0.0833
  37  47 -107.00    3.00        0.0890
  38  47 -105.00    3.00        0.0992
  39  47 -103.00    3.00        0.1302
  40  47 -101.00    3.00        0.1968
  41  47  -99.00    3.00        0.3097
  42  47  -97.00    3.00        0.4495
  43  47  -95.00    3.00        0.5853
  44  47  -93.00    3.00        0.6968
  45  47  -91.00    3.00        0.7606
  46  47  -89.00    3.00        0.7507
  47  47  -87.00    3.00        0.6156
  48  47  -85.00    3.00        0.3372
  49  47  -83.00    3.00       -0.0185
  50  47  -81.00    3.00       -0.3477
  51  47  -79.00    3.00       -0.5087
  52  47  -77.00    3.00       -0.0873
  53  47  -75.00    3.00        1.1504
  54  47  -73.00    3.00        1.1992
  55  47  -71.00    3.00        1.2483
  56  47  -69.00    3.00        1.2845
  57  47  -67.00    3.00        1.2966
  58  47  -65.00    3.00        1.3106
  59  47  -63.00    3.00        1.3187
  60  47  -61.00    3.00        1.3298
  61  47  -59.00    3.00        1.3596
  62  47  -57.00    3.00        1.4065
  63  47  -55.00    3.00        1.4603
  64  47  -53.00    3.00        1.5114
  65  47  -51.00    3.00        1.5798
  66  47  -49.00    3.00        0.7385
  67  47  -47.00    3.00        0.4656
  68  47  -45.00    3.00        0.4880
  69  47  -43.00    3.00        0.5091
  70  47  -41.00    3.00        0.5225
  71  47  -39.00    3.00        0.5429
  72  47  -37.00    3.00        0.5838
  73  47  -35.00    3.00        0.6467
  74  47  -33.00    3.00        0.6970
  75  47  -31.00    3.00        0.7441
  76  47  -29.00    3.00        0.8064
  77  47  -27.00    3.00        0.8904
  78  47  -25.00    3.00        0.9736
  79  47  -23.00    3.00        1.0331
  80  47  -21.00    3.00        1.0716
  81  47  -19.00    3.00        1.0916
  82  47  -17.00    3.00        1.0753
  83  47  -15.00    3.00        1.0430
  84  47  -13.00    3.00        1.0334
  85  47  -11.00    3.00        1.0465
  86  47   -9.00    3.00        1.0513
  87  47   -7.00    3.00        1.0268
  88  47   -5.00    3.00        0.9729
  89  47   -3.00    3.00        0.8981
  90  47   -1.00    3.00        0.7941
  91  47    1.00    3.00        0.6744
  92  47    3.00    3.00        0.5719
  93  47    5.00    3.00        0.4880
  94  47    7.00    3.00        0.4926
  95  47    9.00    3.00        0.8131
  96  47   11.00    3.00        1.1248
  97  47   13.00    3.00        1.1451
  98  47   15.00    3.00        1.1714
  99  47   17.00    3.00        1.2060
 100  47   19.00    3.00        1.2929
 101  47   21.00    3.00        1.2852
 102  47   23.00    3.00        1.1844
 103  47   25.00    3.00        0.9660
 104  47   27.00    3.00        0.6831
 105  47   29.00    3.00        0.4533
 106  47   31.00    3.00        0.3468
 107  47   33.00    3.00        0.3107
 108  47   35.00    3.00        0.2677
 109  47   37.00    3.00        0.2169
 110  47   39.00    3.00        0.1279
 111  47   41.00    3.00        0.0966
 112  47   43.00    3.00        0.1001
 113  47   45.00    3.00        0.0787
 114  47   47.00    3.00       -0.1337
 115  47   49.00    3.00       -0.1229
 116  47   51.00    3.00       -0.0563
 117  47   53.00    3.00        0.0497
 118  47   55.00    3.00        0.2124
 119  47   57.00    3.00        0.3802
 120  47   59.00    3.00        0.5528
 121  47   61.00    3.00        0.7067
 122  47   63.00    3.00        0.8309
 123  47   65.00    3.00        0.9140
 124  47   67.00    3.00        0.9559
 125  47   69.00    3.00        0.9713
 126  47   71.00    3.00        0.9605
 127  47   73.00    3.00        1.0983
 128  47   75.00    3.00        0.9291
 129  47   77.00    3.00        0.8898
 130  47   79.00    3.00        0.8695
 131  47   81.00    3.00        0.8463
 132  47   83.00    3.00        0.8258
 133  47   85.00    3.00        0.8065
 134  47   87.00    3.00        0.7747
 135  47   89.00    3.00        0.7329
 136  47   91.00    3.00        0.6949
 137  47   93.00    3.00        0.6871
 138  47   95.00    3.00        0.6902
 139  47   97.00    3.00        0.9342
 140  47   99.00    3.00        0.8540
 141  47  101.00    3.00        0.7798
 142  47  103.00    3.00        0.8878
 143  47  105.00    3.00        0.5111
 144  47  107.00    3.00        0.9100
 145  47  109.00    3.00        0.6501
 146  47  111.00    3.00        0.8108
 147  47  113.00    3.00        0.9040
 148  47  115.00    3.00        0.8979
 149  47  117.00    3.00        0.8746
 150  47  119.00    3.00        0.9871
 151  47  121.00    3.00        1.1943
 152  47  123.00    3.00        1.1896
 153  47  125.00    3.00        0.9371
 154  47  127.00    3.00        1.2355
 155  47  129.00    3.00        1.2396
 156  47  131.00    3.00        1.2404
 157  47  133.00    3.00        1.2368
 158  47  135.00    3.00        1.2326
 159  47  137.00    3.00        1.2317
 160  47  139.00    3.00        1.2324
 161  47  141.00    3.00        1.2289
 162  47  143.00    3.00        1.2232
 163  47  145.00    3.00        1.2191
 164  47  147.00    3.00        1.2229
 165  47  149.00    3.00        1.2388
 166  47  151.00    3.00        1.2616
 167  47  153.00    3.00        1.2788
 168  47  155.00    3.00        1.2882
 169  47  157.00    3.00        1.2981
 170  47  159.00    3.00        1.3153
 171  47  161.00    3.00        1.3245
 172  47  163.00    3.00        1.3061
 173  47  165.00    3.00        1.2595
 174  47  167.00    3.00        1.2064
 175  47  169.00    3.00        1.1547
 176  47  171.00    3.00        1.0675
 177  47  173.00    3.00        0.9938
 178  47  175.00    3.00        0.9540
 179  47  177.00    3.00        0.8628
 180  47  179.00    3.00        0.7700
   1  48 -179.00    5.00        0.7205
   2  48 -177.00    5.00        0.6651
   3  48 -175.00    5.00        0.5992
   4  48 -173.00    5.00        0.5243
   5  48 -171.00    5.00        0.4469
   6  48 -169.00    5.00        0.3785
   7  48 -167.00    5.00        0.3251
   8  48 -165.00    5.00        0.2809
   9  48 -163.00    5.00        0.2439
  10  48 -161.00    5.00        0.2055
  11  48 -159.00    5.00        0.1741
  12  48 -157.00    5.00        0.1468
  13  48 -155.00    5.00        0.1248
  14  48 -153.00    5.00        0.1078
  15  48 -151.00    5.00        0.0931
  16  48 -149.00    5.00        0.0783
  17  48 -147.00    5.00        0.0630
  18  48 -145.00    5.00        0.0464
  19  48 -143.00    5.00        0.0349
  20  48 -141.00    5.00        0.0392
  21  48 -139.00    5.00        0.0592
  22  48 -137.00    5.00        0.0859
  23  48 -135.00    5.00        0.1008
  24  48 -133.00    5.00        0.0926
  25  48 -131.00    5.00        0.0636
  26  48 -129.00    5.00        0.0269
  27  48 -127.00    5.00       -0.0069
  28  48 -125.00    5.00       -0.0459
  29  48 -123.00    5.00       -0.0722
  30  48 -121.00    5.00       -0.0692
  31  48 -119.00    5.00       -0.0431
  32  48 -117.00    5.00       -0.0016
  33  48 -115.00    5.00        0.0381
  34  48 -113.00    5.00        0.0639
  35  48 -111.00    5.00        0.0802
  36  48 -109.00    5.00        0.0944
  37  48 -107.00    5.00        0.1075
  38  48 -105.00    5.00        0.1151
  39  48 -103.00    5.00        0.1332
  40  48 -101.00    5.00        0.1768
  41  48  -99.00    5.00        0.2570
  42  48  -97.00    5.00        0.3612
  43  48  -95.00    5.00        0.4654
  44  48  -93.00    5.00        0.5519
  45  48  -91.00    5.00        0.6009
  46  48  -89.00    5.00        0.6068
  47  48  -87.00    5.00        0.5336
  48  48  -85.00    5.00        0.3345
  49  48  -83.00    5.00        0.0235
  50  48  -81.00    5.00       -0.3152
  51  48  -79.00    5.00       -0.5650
  52  48  -77.00    5.00       -0.2002
  53  48  -75.00    5.00        1.2012
  54  48  -73.00    5.00        1.2509
  55  48  -71.00    5.00        1.3048
  56  48  -69.00    5.00        1.3554
  57  48  -67.00    5.00        1.3878
  58  48  -65.00    5.00        1.4113
  59  48  -63.00    5.00        1.4265
  60  48  -61.00    5.00        1.4367
  61  48  -59.00    5.00        1.4486
  62  48  -57.00    5.00        1.4711
  63  48  -55.00    5.00        1.5231
  64  48  -53.00    5.00        1.5939
  65  48  -51.00    5.00        0.9150
  66  48  -49.00    5.00        0.5576
  67  48  -47.00    5.00        0.4790
  68  48  -45.00    5.00        0.5023
  69  48  -43.00    5.00        0.5299
  70  48  -41.00    5.00        0.5498
  71  48  -39.00    5.00        0.5664
  72  48  -37.00    5.00        0.5886
  73  48  -35.00    5.00        0.6225
  74  48  -33.00    5.00        0.6523
  75  48  -31.00    5.00        0.6913
  76  48  -29.00    5.00        0.7561
  77  48  -27.00    5.00        0.8532
  78  48  -25.00    5.00        0.9575
  79  48  -23.00    5.00        1.0426
  80  48  -21.00    5.00        1.1102
  81  48  -19.00    5.00        1.1655
  82  48  -17.00    5.00        1.1914
  83  48  -15.00    5.00        1.1743
  84  48  -13.00    5.00        1.1480
  85  48  -11.00    5.00        1.1043
  86  48   -9.00    5.00        1.1259
  87  48   -7.00    5.00        1.1904
  88  48   -5.00    5.00        1.2256
  89  48   -3.00    5.00        1.1684
  90  48   -1.00    5.00        0.7827
  91  48    1.00    5.00        1.1642
  92  48    3.00    5.00        0.6195
  93  48    5.00    5.00        0.9651
  94  48    7.00    5.00        1.1269
  95  48    9.00    5.00        1.2731
  96  48   11.00    5.00        1.4385
  97  48   13.00    5.00        1.4885
  98  48   15.00    5.00        1.4769
  99  48   17.00    5.00        1.4462
 100  48   19.00    5.00        1.4640
 101  48   21.00    5.00        1.4090
 102  48   23.00    5.00        1.2934
 103  48   25.00    5.00        1.1456
 104  48   27.00    5.00        0.8127
 105  48   29.00    5.00        0.4575
 106  48   31.00    5.00        0.2991
 107  48   33.00    5.00        0.2653
 108  48   35.00    5.00        0.2229
 109  48   37.00    5.00        0.1509
 110  48   39.00    5.00        0.1122
 111  48   41.00    5.00        0.1114
 112  48   43.00    5.00        0.1218
 113  48   45.00    5.00        0.1271
 114  48   47.00    5.00       -0.1447
 115  48   49.00    5.00       -0.0854
 116  48   51.00    5.00       -0.0194
 117  48   53.00    5.00        0.0753
 118  48   55.00    5.00        0.2142
 119  48   57.00    5.00        0.3535
 120  48   59.00    5.00        0.5017
 121  48   61.00    5.00        0.6426
 122  48   63.00    5.00        0.7635
 123  48   65.00    5.00        0.8497
 124  48   67.00    5.00        0.8971
 125  48   69.00    5.00        0.9165
 126  48   71.00    5.00        0.9005
 127  48   73.00    5.00        0.9207
 128  48   75.00    5.00        0.8439
 129  48   77.00    5.00        0.8084
 130  48   79.00    5.00        0.9046
 131  48   81.00    5.00        0.8569
 132  48   83.00    5.00        0.7493
 133  48   85.00    5.00        0.7534
 134  48   87.00    5.00        0.7511
 135  48   89.00    5.00        0.7395
 136  48   91.00    5.00        0.7177
 137  48   93.00    5.00        0.7011
 138  48   95.00    5.00        0.9900
 139  48   97.00    5.00        0.8874
 140  48   99.00    5.00        0.8633
 141  48  101.00    5.00        1.0064
 142  48  103.00    5.00        0.9081
 143  48  105.00    5.00        0.4064
 144  48  107.00    5.00        0.6163
 145  48  109.00    5.00        0.6058
 146  48  111.00    5.00        0.7832
 147  48  113.00    5.00        0.9279
 148  48  115.00    5.00        0.9051
 149  48  117.00    5.00        0.8488
 150  48  119.00    5.00        0.8730
 151  48  121.00    5.00        1.0321
 152  48  123.00    5.00        1.2428
 153  48  125.00    5.00        0.8719
 154  48  127.00    5.00        1.3070
 155  48  129.00    5.00        1.2966
 156  48  131.00    5.00        1.2824
 157  48  133.00    5.00        1.2658
 158  48  135.00    5.00        1.2501
 159  48  137.00    5.00        1.2380
 160  48  139.00    5.00        1.2277
 161  48  141.00    5.00        1.2141
 162  48  143.00    5.00        1.1970
 163  48  145.00    5.00        1.1806
 164  48  147.00    5.00        1.1727
 165  48  149.00    5.00        1.1744
 166  48  151.00    5.00        1.1789
 167  48  153.00    5.00        1.1751
 168  48  155.00    5.00        1.1656
 169  48  157.00    5.00        1.1627
 170  48  159.00    5.00        1.1393
 171  48  161.00    5.00        0.9177
 172  48  163.00    5.00        0.8102
 173  48  165.00    5.00        1.0627
 174  48  167.00    5.00        1.0600
 175  48  169.00    5.00        1.0218
 176  48  171.00    5.00        0.9837
 177  48  173.00    5.00        0.9431
 178  48  175.00    5.00        0.8983
 179  48  177.00    5.00        0.8428
 180  48  179.00    5.00        0.7815
   1  49 -179.00    7.00        0.7354
   2  49 -177.00    7.00        0.7012
   3  49 -175.00    7.00        0.6612
   4  49 -173.00    7.00        0.6132
   5  49 -171.00    7.00        0.5661
   6  49 -169.00    7.00        0.5283
   7  49 -167.00    7.00        0.4995
   8  49 -165.00    7.00        0.4725
   9  49 -163.00    7.00        0.4469
  10  49 -161.00    7.00        0.4185
  11  49 -159.00    7.00        0.3900
  12  49 -157.00    7.00        0.3654
  13  49 -155.00    7.00        0.3486
  14  49 -153.00    7.00        0.3377
  15  49 -151.00    7.00        0.3266
  16  49 -149.00    7.00        0.3107
  17  49 -147.00    7.00        0.2915
  18  49 -145.00    7.00        0.2700
  19  49 -143.00    7.00        0.2513
  20  49 -141.00    7.00        0.2520
  21  49 -139.00    7.00        0.2738
  22  49 -137.00    7.00        0.3078
  23  49 -135.00    7.00        0.3334
  24  49 -133.00    7.00        0.3348
  25  49 -131.00    7.00        0.3117
  26  49 -129.00    7.00        0.2779
  27  49 -127.00    7.00        0.2398
  28  49 -125.00    7.00        0.1929
  29  49 -123.00    7.00        0.1483
  30  49 -121.00    7.00        0.1189
  31  49 -119.00    7.00        0.1185
  32  49 -117.00    7.00        0.1346
  33  49 -115.00    7.00        0.1519
  34  49 -113.00    7.00        0.1630
  35  49 -111.00    7.00        0.1709
  36  49 -109.00    7.00        0.1887
  37  49 -107.00    7.00        0.2128
  38  49 -105.00    7.00        0.2279
  39  49 -103.00    7.00        0.2467
  40  49 -101.00    7.00        0.2772
  41  49  -99.00    7.00        0.3215
  42  49  -97.00    7.00        0.3688
  43  49  -95.00    7.00        0.4062
  44  49  -93.00    7.00        0.4288
  45  49  -91.00    7.00        0.4328
  46  49  -89.00    7.00        0.4298
  47  49  -87.00    7.00        0.4201
  48  49  -85.00    7.00        0.3494
  49  49  -83.00    7.00        0.1718
  50  49  -81.00    7.00       -0.0774
  51  49  -79.00    7.00       -0.2694
  52  49  -77.00    7.00        0.0640
  53  49  -75.00    7.00        1.2486
  54  49  -73.00    7.00        1.2955
  55  49  -71.00    7.00        1.3539
  56  49  -69.00    7.00        1.4054
  57  49  -67.00    7.00        1.4456
  58  49  -65.00    7.00        1.4776
  59  49  -63.00    7.00        1.5004
  60  49  -61.00    7.00        1.5074
  61  49  -59.00    7.00        1.3633
  62  49  -57.00    7.00        0.9501
  63  49  -55.00    7.00        0.9714
  64  49  -53.00    7.00        1.0024
  65  49  -51.00    7.00        0.5553
  66  49  -49.00    7.00        0.4876
  67  49  -47.00    7.00        0.4903
  68  49  -45.00    7.00        0.5023
  69  49  -43.00    7.00        0.5191
  70  49  -41.00    7.00        0.5344
  71  49  -39.00    7.00        0.5460
  72  49  -37.00    7.00        0.5560
  73  49  -35.00    7.00        0.5651
  74  49  -33.00    7.00        0.5767
  75  49  -31.00    7.00        0.6051
  76  49  -29.00    7.00        0.6611
  77  49  -27.00    7.00        0.7475
  78  49  -25.00    7.00        0.8496
  79  49  -23.00    7.00        0.9555
  80  49  -21.00    7.00        1.0716
  81  49  -19.00    7.00        1.1914
  82  49  -17.00    7.00        1.2807
  83  49  -15.00    7.00        1.2935
  84  49  -13.00    7.00        1.1447
  85  49  -11.00    7.00        1.0833
  86  49   -9.00    7.00        1.1332
  87  49   -7.00    7.00        1.2226
  88  49   -5.00    7.00        1.2872
  89  49   -3.00    7.00        1.2875
  90  49   -1.00    7.00        1.0788
  91  49    1.00    7.00        1.3608
  92  49    3.00    7.00        1.0586
  93  49    5.00    7.00        1.3271
  94  49    7.00    7.00        1.4890
  95  49    9.00    7.00        1.5815
  96  49   11.00    7.00        1.7033
  97  49   13.00    7.00        1.8187
  98  49   15.00    7.00        1.8381
