iso3,sea_level_exposure_pop_below_5m_pct,flood_deaths_latest,drought_deaths_latest,wildfire_deaths_latest,heat_deaths_latest,cereal_yield_anomaly_pct_latest,water_stress_pct_latest,freshwater_resources_per_capita_m3_latest,pm25_ug_m3_latest,air_pollution_death_rate_per_100k_latest,nd_gain_readiness_latest,coal_share_latest_pct
PRT,1.28990060760989,43.0,0.0,9.0,938.0,49.42146336296741,12.31571228,3641.8239327635,8.45242266236737,10.0,0.573929157340897,0.0
PRY,0.0,6.0,0.0,0.0,12.0,44.48607921350578,1.835399711,17306.5044056148,10.0891599097852,55.6,0.361016259998125,0.0
PSE,0.205186452677128,5.0,,,4.0,27.332232924942325,47.7535301669,164.948487115634,26.3636264444046,,,0.0
PSS,18.4431426057048,,,,,29.81109736700317,,41109.2485934426,12.8773179905891,194.73726608183,,
PST,4.35545676331378,,,,,13.047727166123096,,8008.52903599783,10.9980407459866,17.9212228896057,,
PYF,14.552412149152,0.0,,,,,,,,,,0.0
QAT,6.74901542925335,0.0,,,,246.7248253768284,431.0344828,21.0737607970096,75.6630329481338,90.8,0.543043145977455,0.0
REU,,,,,,,,,,,,27.596441
ROU,0.328334085786211,3.0,0.0,,4943.0,14.924984922669731,7.63130793,2224.84686722347,14.8501731264834,67.8,0.440681797862735,13.410961
RUS,0.963520751664424,3.0,0.0,21.0,234.0,45.58511506446874,4.122242749,29895.2557456279,11.2727775886895,67.1,0.491439100136,17.79279
RWA,0.0,14.0,0.0,,,15.139755172896127,20.1986755,695.918183463079,31.2882654917538,165.8,0.432686997942559,4.7169814
SAS,2.55894818781759,,,,,29.272185019445796,,1140.7882817719,47.322842941453,139.753857800737,,
SAU,3.20801656221606,3.0,,,1301.0,2.7615009033790736,974.1666667,74.5915552911147,53.1486013629285,91.1,0.572809529116339,0.0
